CEM;Codice Edificio Regione Piemonte;V_PRO;Ente di competenza;Comune;Cod Comune;Stato esistenza edificio;Stato compilazione;Edificio principale;V_USO;Flag Statale;Frazione o Localita`;V_INDIRIZZO;Ente proprietario edificio;Ente proprietario edificio;GRADO;C_SO1;GRA_SO1;DENO SO1;COD_SEDEM_SO1;COD_SEDERP_SO1;C_SO2;GRA_SO2;DENO SO2;COD_SEDEM_SO2;COD_SEDERP_SO2;C_SO3;GRA_SO3;DENO SO3;COD_SEDEM_SO3;COD_SEDERP_SO3;C_SO4;GRA_SO4;DENO SO4;COD_SEDEM_SO4;COD_SEDERP_SO4;C_SO5;GRA_SO5;DENO SO5;COD_SEDEM_SO5;COD_SEDERP_SO5;C_SO6;GRA_SO6;DENO SO6;COD_SEDEM_SO6;COD_SEDERP_SO6
NO000837;0030760001;NO;Comune;Gozzano;003076;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;capoluogo;Via Per Auzate, 6;04. Comune;Si;SEC 1-;3;SEC 1¯;SCUOLA SECONDARIA DI I GRADO STATALE G. PASCOLI;NOMM80801G;0030763001;;;;;
NO000839;0030760009;NO;Comune;Gozzano;003076;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;capoluogo;VIA AUZATE, 6;04. Comune;Si;PRI-;2;PRI;DI GOZZANO;NOEE80804Q;0030762004;;;;;
NO000841;0030880003;NO;Comune;Maggiora;003088;Utilizzato per uso scolastico;Validato;No;MENSA;SI;Maggiora;Piazza Caduti, 1;04. Comune;Si;PRI-;2;PRI;DI MAGGIORA;NOEE015051;0030882001;;;;;
NO000842;0031000006;NO;Comune;Momo;003100;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via s. Pietro, 20;04. Comune;Si;INF-;1;INF;DI MOMO;NOAA81706B;0031001002;;;;;
NO000843;0031120005;NO;Comune;Orta San Giulio;003112;Utilizzato per uso scolastico;Validato;Unico;PALESTRA;SI;CAPOLUOGO;PIAZZA RAGAZZONI, 8;04. Comune;Si;PRI-SEC 1-;2;PRI;DI ORTA SAN GIULIO;NOEE80406E;0031122001;3;SEC 1;DI ORTA SAN GIULIO;NOMM804029;0031123001
NO000844;0031330005;NO;Comune;San Maurizio d`Opaglio;003133;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;capoluogo;Via Bellosta, 19;04. Comune;Si;INF-;1;INF;.;NOAA804025;0031331002;;;;;
NO000845;0031330006;NO;Comune;San Maurizio d`Opaglio;003133;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;capoluogo;Via Scuole, 19;04. Comune;Si;PRI-;2;PRI;.;NOEE804019;0031332001;;;;;
NO000846;0031490001;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In Modifica;No;MENSA;SI;capoluogo;VIA ANDANTE, 14;04. Comune;Si;PRI-;2;PRI;DON MILANI;NOEE83001T;0031492004;;;;;
NO000847;0031490007;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In Modifica;No;PALESTRA;SI;capoluogo;Via Vela - VeceLlio, 16 - 25;04. Comune;Si;PRI-;2;PRI;DON MILANI;NOEE83001T;0031492004;;;;;
NO000848;0031490008;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;capoluogo;Via Mezzano, 41;04. Comune;Si;SEC 1-;3;SEC 1¯;GIUSEPPE CASSANO;NOMM82901L;0031493001;;;;;
NO000849;0031490003;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In Modifica;No;PALESTRA;SI;capoluogo;Via Mezzano, 41;04. Comune;Si;SEC 1-;3;SEC 1¯;GIUSEPPE CASSANO;NOMM82901L;0031493001;;;;;
NO000850;0031490009;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In Modifica;Unico;PALESTRA;SI;capoluogo;Via Mezzano, 32;04. Comune;Si;SEC 1-;3;SEC 1¯;GIUSEPPE CASSANO;NOMM82901L;0031493001;;;;;
NO000851;0030620004;NO;Comune;Dormelletto;003062;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;Via Federico Tesio, 5;04. Comune;Si;SEC 1-;3;SEC 1¯;DI DORMELLETTO;NOMM82202V;0030623001;;;;;;;;;;
NO000852;0030420001;NO;Comune;Castellazzo Novarese;003042;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Chiesa Vecchia, 30;04. Comune;Si;PRI-PRI-PRI-;2;PRI;DI FARA NOVARESE;NOEE80703V;0030652001;2;PRI;DI SILLAVENGO;NOEE80704X;0031382001;2;PRI;PIERO FORNARA;NOEE80701R;0030362001
NO000853;0030820003;NO;Comune;Invorio;003082;Utilizzato per uso scolastico;Validato;No;PALESTRA;SI;Inferiore;Largo Alpini, 8;04. Comune;Si;PRI-SEC 1-;2;PRI;VINCENZO LEGGERI;NOEE819013;0030822001;3;SEC 1;GUIDO PETTER;NOMM819012;0030823002;;;;;
NO000854;0030820004;NO;Comune;Invorio;003082;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Invorio Inferiore;Via Pulazzini, 15;04. Comune;Si;PRI-SEC 1-;2;PRI;VINCENZO LEGGERI;NOEE819013;0030822001;3;SEC 1;GUIDO PETTER;NOMM819012;0030823002;;;;;
NO000856;0030430006;NO;Comune;Castelletto sopra Ticino;003043;Utilizzato per uso scolastico;In compilazione;No;DIDATTICA;SI;capoluogo;Via XXV Aprile, 12;04. Comune;Si;PRI-;2;PRI;ANNA FRANK;NOEE021025;0030432003;;;;;;;;;;
NO000857;0031430006;NO;Comune;Suno;003143;Utilizzato per uso scolastico;In compilazione;Unico;PALESTRA;SI;CAPOLUOGO;PIAZZA RICCI GIOVANNI BATTISTA, 1;04. Comune;Si;INF-PRI-SEC 1-;1;INF;DI SUNO;NOAA817016;0031431003;2;PRI;DI SUNO;NOEE81706L;0031432002;3;SEC 1;G. RAVIZZA;NOMM81703C;0031433001
NO000858;0030240016;NO;Comune;Borgomanero;003024;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;PIAZZA MATTEOTTI GIACOMO, snc;04. Comune;Si;PRI-;2;PRI;DANTE ALIGHIERI;NOEE01501R;0030242001;;;;;;;;;;
NO000859;0030760008;NO;Provincia;Gozzano;003076;Utilizzato per uso scolastico;Validato;No;DIDATTICA;SI;capoluogo;via gentile, 33;04. Comune;Si;SEC 2-SEC 2-;4;SEC 2¯;.;NOPS040011;0030764001;4;SEC 2;.;NOPS040011;0030764003;;;;;
NO000860;0031060087;NO;Provincia;Novara;003106;Utilizzato per uso scolastico;Validato;Unico;PALESTRA;SI;vignale;corso risorgimento, 405;03. Provincia;Si;SEC 2-SEC 2-;4;SEC 2¯;BONFANTINI;NOTA00301B;0031064022;4;SEC 2;GIUSEPPE RAVIZZA;NORC01000L;0031064045;;;;;
NO000861;0031060088;NO;Provincia;Novara;003106;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;via rivolta, 4;04. Comune;Si;SEC 2-;4;SEC 2¯;GIUSEPPE RAVIZZA;NORC01000L;0031064058;;;;;;;;;;
NO000862;0030060004;NO;Comune;Armeno;003006;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;via mottarone, 2/b;04. Comune;Si;INF-;1;INF;DI ARMENO;NOAA804036;0030061002;;;;;;;;;;
NO000863;0031490010;NO;Comune;Trecate;003149;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;CAPOLUOGO;VIA PAPA GIOVANNI PAOLO II, 2/A;04. Comune;Si;INF-;1;INF;CARLO COLLODI;NOAA83001L;0031491002;;;;;;;;;;
NO000864;0030520002;NO;Comune;Comignago;003052;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA G. MATTEOTTI, 5;04. Comune;Si;INF-;1;INF;ROSSI GIANNONE;NOAA820045;0030521001;;;;;;;;;;
NO000865;0030820005;NO;Comune;Invorio;003082;Utilizzato per uso scolastico;Validato;No;MENSA;SI;Invorio;largo alpini, 8;04. Comune;Si;PRI-SEC 1-;2;PRI;VINCENZO LEGGERI;NOEE819013;0030822001;3;SEC 1;GUIDO PETTER;NOMM819012;0030823002;;;;;
NO000866;0031080006;NO;Comune;Oleggio;003108;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;Capoluogo;via Vecchia Circonvallazione, 115;04. Comune;Si;INF-;1;INF;BRUNO MUNARI;NOAA03502T;0031081004;;;;;;;;;;
NO000867;0030580003;NO;Comune;Cureggio;003058;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;CAPOLUOGO;VIALE ALESSANDRO MANZONI, 17;04. Comune;Si;INF-;1;INF;DI CUREGGIO;NOAA01502L;0030581001;;;;;;;;;;
NO000868;0030210003;NO;Comune;Bogogno;003021;Utilizzato per uso scolastico;Validato;Sç;DIDATTICA;SI;capoluogo;piazza maria montessori , 1;04. Comune;Si;INF-;1;INF;DON GIOVANNI SACCO;NOAA820056;0030211001;;;;;
NO000869;0031060032;NO;Comune;Novara;003106;Utilizzato per uso scolastico;In compilazione;No;PALESTRA;SI;novara;via della riotta , 1;04. Comune;Si;PRI-;2;PRI;G. RIGUTINI;NOEE82301P;0031062014;;;;;
NO000870;0031060089;NO;Comune;Novara;003106;Utilizzato per uso scolastico;In compilazione;No;PALESTRA;SI;VIGNALE;Corso risorgimento, 239;04. Comune;Si;PRI-;2;PRI;ANTONIO PERETTI;NOEE82503C;0031062026;;;;;
NO000872;0030360004;NO;Comune;Carpignano Sesia;003036;Utilizzato per uso scolastico;Validato;No;PALESTRA;SI;capoluogo;via ettore piazza , 3;04. Comune;Si;PRI-SEC 1-;2;PRI;PIERO FORNARA;NOEE80701R;0030362001;3;SEC 1;O. F. MOSSOTTI;NOMM80701Q;0030363002
NO000873;0030210004;NO;Comune;Bogogno;003021;Utilizzato per uso scolastico;Validato;Unico;PALESTRA;SI;CAPOLUOGO;PIAZZA MONTESSORI, 2;04. Comune;Si;INF-PRI-;1;INF;DON GIOVANNI SACCO;NOAA820056;0030211001;2;PRI;DI BOGOGNO;NOEE82005B;0030212001
NO000874;0030620001;NO;Comune;Dormelletto;003062;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA F.BARACCA, 8;04. Comune;Si;PRI-;2;PRI;E. DE AMICIS;NOEE01007X;0030622001;;;;;
NO000875;0030660002;NO;Comune;Fontaneto D`Agogna;003066;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA XXV APRILE, 35/37;04. Comune;Si;INF-;1;INF;DI FONTANETO D'AGOGNA;NOAA81705A;0030661002;;;;;
NO000876;0031300006;NO;Comune;Romagnano Sesia;003130;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;via passerella, 4;04. Comune;Si;SEC 2-;4;SEC 2¯;BONFANTINI;NOTA00302C;0031304004;;;;;
NO000877;0030770003;NO;Comune;Granozzo con Monticello;003077;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;PIAZZA FALCONE E BORSELLINO, 1;04. Comune;Si;INF-PRI-;1;INF;DI GRANOZZO;NOAA81403R;0030771001;2;PRI;DI GRANOZZO;NOEE814032;0030772001
NO000878;0031400002;NO;Comune;Soriso;003140;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;CAPOLUOGO;VIA T. BAGARELLI , 13;04. Comune;Si;PRI-;2;PRI;DI SORISO;NOEE80805R;0031402001;;;;;
NO000879;0030490005;NO;Comune;Cerano;003049;Utilizzato per uso scolastico;In compilazione;Unico;PALESTRA;SI;capoluogo;VIALE MARCHETTI, 16/c;04. Comune;Si;SEC 1-;3;SEC 1¯;PACIFICO RAMATI;NOMM80901B;0030493001;;;;;
NO000880;0030300003;NO;Comune;Caltignaga;003030;Utilizzato per uso scolastico;In compilazione;Unico;DIDATTICA;SI;capoluogo;VIA STAZIONE, 3;04. Comune;Si;INF-INF-;1;INF;CALTIGNAGA;NOAA80706R;0030301001;1;INF;CALTIGNAGA;NOAA80706R;0030301001
TO000002;0012720130;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Postumia, 28;04. Comune;Si;INF-;1;INF;CAROLINA AGAZZI;TOAA81602V;0012721240;;;;;
TO000003;0012720040;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Collegno Giacinto, 73;04. Comune;Si;INF-PRI-;1;INF;.;TOAA88301L;0012721108;2;PRI;VITTORIO ALFIERI;TOEE88301T;0012722003
TO000004;0012720035;TO;Comune;Torino;001272;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Casalis Goffredo, 54;07. SocietÖ, fondazione o persone private ;Si;INF-;1;INF;CASA DEI BAMBINI MONT.;TOAA88302N;0012721111;;;;;
TO000005;0012720010;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Pozzo Strada, 12/1;04. Comune;Si;INF-;1;INF;GIAN BURRASCA;TOAA00502D;0012721115;;;;;
TO000006;0012720037;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Lanzo, 28;04. Comune;Si;INF-;1;INF;MELANIE KLEIN;TOAA010043;0012721120;;;;;
TO000007;0012720038;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Savigliano, 7;04. Comune;Si;INF-;1;INF;BOVETTI;TOAA8A001V;0012721139;;;;;
TO000009;0012720014;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Artom Emanuele, 109/3;04. Comune;Si;INF-;1;INF;EMANUELE ARTOM;TOAA86601V;0012721126;;;;;
TO000010;0012720036;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Lanzo, 146;04. Comune;Si;INF-;1;INF;DI STRADA DI LANZO 146;TOAA01001X;0012721118;;;;;
TO000011;0012720211;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Venaria, 79/15;04. Comune;Si;INF-PRI-;1;INF;DI VIA VENARIA 79/15;TOAA010032;0012721119;2;PRI;G. CAPPONI;TOEE010015;0012722019
TO000012;0012720024;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Boston, 33;04. Comune;Si;INF-;1;INF;VIOLETA PARRA;TOAA01101Q;0012721176;;;;;
TO000014;0012720032;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Podgora, 28;04. Comune;Si;INF-;1;INF;HELEN KELLER;TOAA88202T;0012721244;;;;;
TO000015;0012720017;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Invernizio Carolina, 21;04. Comune;Si;INF-;1;INF;GIUSEPPE FANCIULLI;TOAA88201R;0012721140;;;;;
TO000016;0012720050;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Monte Corno, 21;04. Comune;Si;INF-;1;INF;WASILIJ KANDINSKIJ;TOAA88203V;0012721257;;;;;
TO000018;0012720049;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Corso Cincinnato, 121;04. Comune;Si;INF-;1;INF;E 15;TOAA873023;0012721260;;;;;
TO000019;0012720086;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Santarosa Santorre, 11;04. Comune;Si;PRI-;2;PRI;ROBERTO D'AZEGLIO;TOEE01801Q;0012722055;;;;;
TO000021;0012720016;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Corso Cirie`, 3/a;04. Comune;Si;INF-;1;INF;DI CORSO CIRIE';TOAA877019;0012721138;;;;;
TO000022;0012720043;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Beinasco, 34;04. Comune;Si;INF-;1;INF;VIA BEINASCO;TOAA05002B;0012721193;;;;;
TO000023;0012720018;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Largo La Loggia, 51;04. Comune;Si;INF-;1;INF;LA PIMPA;TOAA881022;0012721146;;;;;
TO000024;0012720019;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Poirino, 9;04. Comune;Si;INF-;1;INF;LINUS;TOAA881011;0012721147;;;;;
TO000025;0012720047;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via D`Arborea Eleonora, 9/a;04. Comune;Si;INF-;1;INF;ELEONORA D'ARBOREA;TOAA02503Q;0012721225;;;;;
TO000027;0012720052;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Monte Novegno, 31;04. Comune;Si;INF-;1;INF;RITA LEVI MONTALCINI;TOAA02505T;0012721266;;;;;
TO000028;0012720054;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Corso Regina Margherita, 43;04. Comune;Si;INF-;1;INF;G. RODARI;TOAA87601D;0012721289;;;;;
TO000030;0012720026;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Boccherini Luigi, 43;04. Comune;Si;INF-;1;INF;CLAUDE PERRAULT;TOAA02702A;0012721197;;;;;
TO000031;0012720020;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Cossa Pietro, 115/21;04. Comune;Si;INF-;1;INF;MARIE CURIE;TOAA03401C;0012721159;;;;;
TO000032;0012720021;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Valgioie, 72;04. Comune;Si;INF-;1;INF;ARCHIMEDE;TOAA03402D;0012721160;;;;;
TO000034;0012720011;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;PALESTRA;SI;capoluogo;Via Stelvio, 45;04. Comune;Si;INF-;1;INF;ANDERSEN;TOAA00503E;0012721116;;;;;
TO000035;0012720062;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Palmieri Pietro, 58;04. Comune;Si;PRI-;2;PRI;VITTORIO ALFIERI;TOEE88301T;0012722003;;;;;
TO000036;0012720059;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Corso Svizzera, 59/61;04. Comune;Si;INF-PRI-;1;INF;A. MANZONI;TOAA03902L;0012721172;2;PRI;ALESSANDRO MANZONI;TOEE03901R;0012722225
TO000037;0012720046;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Baltimora, 76;04. Comune;Si;INF-PRI-;1;INF;SCUOLA D'INFANZIA STATALE DI VIA BALTIMORA 76;TOAA04101G;0012721218;2;PRI;SCUOLA PRIMARIA STATALE ERNESTO CHIOVINI;TOEE04102T;0012722168
TO000039;0012720158;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Tolmino, 40;04. Comune;Si;SEC 1-;3;SEC 1¯;L. B. ALBERTI;TOMM8AZ01D;0012723033;;;;;
TO000040;0012720029;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Bellezia Gian Francesco, 27;04. Comune;Si;INF-;1;INF;VIA BELLEZIA 27;TOAA04702G;0012721238;;;;;
TO000042;0012720042;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Terraneo Giovanni Tommaso, 1;04. Comune;Si;INF-;1;INF;ANNA BECHIS;TOAA873012;0012721174;;;;;
TO000047;0012720045;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Plava, 177/2;04. Comune;Si;INF-;1;INF;MARIELE VENTRE;TOAA82001D;0012721205;;;;;
TO000048;0012720023;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Corso Orbassano, 224/26;04. Comune;Si;INF-;1;INF;SCUOLA D'INFANZIA STATALE NICHOLAS GREEN;TOAA04103N;0012721175;;;;;
TO000049;0012720031;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Delleani Lorenzo, 25;04. Comune;Si;INF-;1;INF;ROUSSEAU;TOAA064018;0012721243;;;;;
TO000050;0012720210;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Braccini Paolo, 63;04. Comune;Si;INF-;1;INF;VIA BRACCINI 63;TOAA8AZ019;0012721276;;;;;
TO000051;0012720056;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Tolmino, 30;04. Comune;Si;INF-;1;INF;TOLMINO;TOAA065025;0012721275;;;;;
TO000052;0012720191;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Millio Franceso, 42;04. Comune;Si;SEC 1-;3;SEC 1¯;L. B. ALBERTI;TOMM8AZ01D;0012723033;;;;;
TO000053;0012720028;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Rovereto, 21;04. Comune;Si;INF-;1;INF;BRUNO MUNARI;TOAA06102T;0012721237;;;;;
TO000054;0012720012;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Leoncavallo Ruggero, 61/2;04. Comune;Si;INF-;1;INF;ANGELITA DI ANZIO;TOAA029011;0012721106;;;;;
TO000055;0012720051;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Bersezio Vittorio, 11;04. Comune;Si;INF-;1;INF;DI VIA BERSEZIO;TOAA05001A;0012721264;;;;;
TO000056;0012720030;TO;Comune;Torino;001272;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;Via Garessio, 24/5;04. Comune;Si;INF-;1;INF;DI VIA GARESSIO 24/5;TOAA8A101P;0012721241;;;;;
TO000058;0010080001;TO;Comune;Alpignano;001008;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA BARACCA FRANCESCO, 12;04. Comune;Si;INF-;1;INF;ADA GOBETTI;TOAA89802B;0010081003;;;;;
TO000059;0010080003;TO;Comune;Alpignano;001008;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA PIANEZZA, 49;04. Comune;Si;INF-;1;INF;GIANNI RODARI;TOAA89803C;0010081004;;;;;
TO000060;0010130007;TO;Comune;Avigliana;001013;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;FRAZIONE DRUBIAGLIO ;VIA DRUBIAGLIO, 22;04. Comune;Si;INF-;1;INF;DON CAMPAGNA;TOAA8AG01N;0010131003;;;;;
TO000062;0010450001;TO;Comune;Buttigliera Alta;001045;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;frazione FERRIERA;VIA COMUNI, 5/a;04. Comune;Si;INF-;1;INF;AQUILONE;TOAA8AF02V;0010451003;;;;;
TO000063;0010130006;TO;Comune;Avigliana;001013;Utilizzato per uso scolastico;In Modifica;No;DIDATTICA;SI;CAPOLUOGO;VIA EINAUDI LUIGI, 27;04. Comune;Si;INF-;1;INF;GIANNI RODARI;TOAA8AG02P;0010131004;;;;;
TO000064;0010270002;TO;Comune;Bollengo;001027;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via delle Scuole, 2;04. Comune;Si;PRI-;2;PRI;SANDRO PERTINI;TOEE89404B;0010272001;;;;;
TO000065;0010950001;TO;Comune;Cossano Canavese;001095;Utilizzato per uso scolastico;Validato;Unico;MENSA;SI;CAPOLUOGO;Via ETTORE PERRONE, 26;04. Comune;Si;INF-PRI-;1;INF;.;TOAA894035;0010951001;2;PRI;GIULIA AVETTA;TOEE89406D;0010952001
TO000066;0012950001;TO;Comune;Vestigne`;001295;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Chiappino, 3;04. Comune;Si;INF-;1;INF;.;TOAA894046;0012951001;;;;;
TO000069;0010420001;TO;Comune;Burolo;001042;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;capoluogo;VIA ASILO, 36;04. Comune;Si;INF-;1;INF;.;TOAA894068;0010421001;;;;;
TO000070;0010040001;TO;Comune;Albiano D`Ivrea;001004;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;CAPOLUOGO;VIA RICCARDI, 2;04. Comune;Si;INF-;1;INF;.;TOAA894079;0010041002;;;;;
TO000071;0011770001;TO;Comune;Palazzo Canavese;001177;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;VIA ASILO, 27;04. Comune;Si;INF-;1;INF;.;TOAA89408A;0011771002;;;;;
TO000072;0010140001;TO;Comune;Azeglio;001014;Utilizzato per uso scolastico;Validato;Unico;DIDATTICA;SI;Capoluogo;Via XX Settembre, 31 bis;04. Comune;Si;INF-;1;INF;.;TOAA89409B;0010141002;;;;;
TO000073;0010460001;TO;Comune;Cafasse;001046;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;Frazione Monasterolo;PIAZZA SAN ROCCO, 4;07. SocietÖ, fondazione o persone private ;Si;INF-;1;INF;G. GIACHETTI;TOAA829021;0010461002;;;;;
TO000074;0010460002;TO;Comune;Cafasse;001046;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA ROMA, 2;04. Comune;Si;INF-;1;INF;MAGNONI TEDESCHI;TOAA82901X;0010461001;;;;;
TO000075;0010940006;TO;Comune;Corio;001094;Utilizzato per uso scolastico;In Modifica;Sç;DIDATTICA;SI;FRAZIONE BENNE;Strada BURETTA, 5a;04. Comune;Si;INF-;1;INF;GIANNI RODARI;TOAA82703A;0010941002;;;;;
TO000076;0010940005;TO;Comune;Corio;001094;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;CAPOLUOGO;VIA CAVOUR, 98;04. Comune;Si;INF-PRI-;1;INF;EMILIA BONARDI;TOAA827029;0010941001;2;PRI;EUGENIO MUSSO;TOEE82701D;0010942004
TO000077;0012860001;TO;Comune;Vallo Torinese;001286;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;VIA VARISELLA, 32;04. Comune;Si;INF-;1;INF;.;TOAA828047;0012861001;;;;;
TO000078;0012890001;TO;Comune;Varisella;001289;Utilizzato per uso scolastico;In Modifica;Unico;DIDATTICA;SI;capoluogo;Via Don Giocondo Cabodi, 2;04. Comune;Si;INF-PRI-;1;INF;.;TOAA828036;0012891001;2;PRI;.;TOEE82803B;0012892001
